Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness,Branch,Course
Student_1_1,55,55,53,43,45,51,Vocational,Vocational in Computer Science and Information Technology
Student_1_2,49,51,51,37,49,46,Vocational,Vocational in Mechanical and Electrical
Student_1_3,51,45,44,50,46,47,Vocational,Vocational in Construction and Design
Student_1_4,43,44,36,47,43,43,Vocational,Vocational in Hospitality and Event Management
Student_1_5,44,55,38,40,52,44,Vocational,"Vocational in Finance, Business and Marketing"
Student_1_6,48,41,36,51,46,48,Vocational,Vocational in Arts and Media
Student_1_7,55,43,55,41,45,47,Vocational,Vocational in Physical Education and Wellness
Student_1_8,36,39,36,36,38,38,Vocational,Vocational in Culinary Studies and Cooking
Student_2_1,55,54,43,35,42,46,Vocational,Vocational in Computer Science and Information Technology
Student_2_2,45,49,55,35,49,43,Vocational,Vocational in Mechanical and Electrical
Student_2_3,42,46,41,54,50,45,Vocational,Vocational in Construction and Design
Student_2_4,54,41,36,55,44,42,Vocational,Vocational in Hospitality and Event Management
Student_2_5,41,52,40,38,52,43,Vocational,"Vocational in Finance, Business and Marketing"
Student_2_6,51,45,39,46,44,42,Vocational,Vocational in Arts and Media
Student_2_7,43,39,48,37,41,48,Vocational,Vocational in Physical Education and Wellness
Student_2_8,38,35,40,37,39,35,Vocational,Vocational in Culinary Studies and Cooking
Student_3_1,40,48,45,38,49,52,Vocational,Vocational in Computer Science and Information Technology
Student_3_2,47,54,49,39,50,45,Vocational,Vocational in Mechanical and Electrical
Student_3_3,47,43,44,55,50,49,Vocational,Vocational in Construction and Design
Student_3_4,41,41,43,48,44,49,Vocational,Vocational in Hospitality and Event Management
Student_3_5,40,53,44,37,55,44,Vocational,"Vocational in Finance, Business and Marketing"
Student_3_6,48,45,40,48,46,41,Vocational,Vocational in Arts and Media
Student_3_7,45,43,47,39,46,46,Vocational,Vocational in Physical Education and Wellness
Student_3_8,39,40,37,36,36,36,Vocational,Vocational in Culinary Studies and Cooking
Student_4_1,53,50,48,37,48,46,Vocational,Vocational in Computer Science and Information Technology
Student_4_2,55,54,49,43,46,48,Vocational,Vocational in Mechanical and Electrical
Student_4_3,44,43,35,52,51,44,Vocational,Vocational in Construction and Design
Student_4_4,45,44,38,46,49,44,Vocational,Vocational in Hospitality and Event Management
